dranghek,dranghekken
terugweg,terugwegen
motivering,motiveringen
bijzonderheid,bijzonderheden
kikkeren,kikkerde
kikkeren,kikkerend
kikkeren,kikkert
kikkeren,kikkerden
kikkeren,gekikkerd
relict,relicten
directie,directies
impulsief,impulsievere
impulsief,impulsiefste
impulsief,impulsiever
wegtrekken,weggetrokken
wegtrekken,wegtrekt
wegtrekken,wegtrek
wegtrekken,wegtrokken
wegtrekken,wegtrok
wegtrekken,wegtrekkend
bedreigen,bedreigt
bedreigen,bedreigend
bedreigen,bedreig
bedreigen,bedreigd
bedreigen,bedreigden
ex-gedetineerde,ex-gedetineerden
smoezen,smoesden
smoezen,smoezend
smoezen,smoest
smoezen,gesmoesd
smoezen,smoesde
opkikkeren,opkikkerend
opkikkeren,opkikkerde
opkikkeren,opkikkert
opkikkeren,opkikkerden
opkikkeren,opgekikkerd
standpunt,standpunten
verlinken,verlinkten
verlinken,verlinkt
verlinken,verlinkende
verlinken,verlink
amendement,amendementen
verdonkeremanen,verdonkeremaan
verdonkeremanen,verdonkeremaand
verdonkeremanen,verdonkeremanende
verdonkeremanen,verdonkeremaant
verdonkeremanen,verdonkeremaanden
verdonkeremanen,verdonkeremanend
Noorderkanaal,noorderkanaal
leerachterstand,leerachterstanden
oprichter,oprichters
claxonneren,claxonnerend
claxonneren,claxonneerde
claxonneren,claxonneerden
claxonneren,claxonneert
claxonneren,geclaxonneerd
claxonneren,claxonneer
advocatencollectief,advocatencollectieven
bevolkingscijfer,bevolkingscijfers
oprichten,opricht
oprichten,opgericht
oprichten,oprichtten
oprichten,oprichtte
oprichten,oprichtend
nauwlettend,nauwlettendst
nauwlettend,nauwlettender
concertmeester,concertmeesters
staren,starend
staren,staarde
staren,staarden
staren,gestaard
studio,studiootjes
studio,studiootje
opklimmen,opklim
opklimmen,opgeklommen
opklimmen,opklommen
opklimmen,opklimt
opklimmen,opklom
tegenbezoek,tegenbezoeken
studie,studies
studie,studiën
studie,studiËn
generatiegenoot,generatiegenoten
rondtrekken,rondgetrokken
rondtrekken,rondtrekkend
rondtrekken,rondtrekt
rondtrekken,rondtrok
rondtrekken,rondtrokken
rondtrekken,rondtrek
boekenbijlage,boekenbijlagen
legerkorps,legerkorpsen
berechting,berechtingen
Noordoostpolder,noordoostpolder
deern,deerntjes
deern,deerntje
deern,deerns
aanwenden|aanwennen,aangewend
klasgenoot,klasgenootje
klasgenoot,klasgenootjes
klasgenoot,klasgenoten
geizer,geizers
grauw,grauwst
grauw,grauwen
grauw,grauwer
cylinder,cylinders
ondervoorzitter,ondervoorzitters
inrekenen,inrekent
inrekenen,inrekenend
inrekenen,inreken
inrekenen,inrekenden
inrekenen,inrekende
inrekenen,ingerekend
dubbelspel,dubbelspelen
bankschroef,bankschroeven
Nieuw-Zeeland,nieuw-zeeland
rijpen,rijpte
rijpen,rijpend
rijpen,rijpten
rijpen,rijpt
Ruanda,ruanda
link|links,linkst
opstrijken,opstreken
opstrijken,opgestreken
opstrijken,opstreek
opstrijken,opstrijkend
opstrijken,opstrijkende
opstrijken,opstrijk
opstrijken,opstrijkt
onrechtvaardigheid,onrechtvaardigheden
staminee,staminees
rapsodie,rapsodies
rapsodie,rapsodieën
ongemakkelijk,ongemakkelijker
ongemakkelijk,ongemakkelijkere
ongemakkelijk,ongemakkelijkst
afspraakje,afspraakjes
bedaard,bedaarder
legeraanvoerder,legeraanvoerders
ploegentijdrit,ploegentijdritten
kwikstaart,kwikstaarten
vuiligheid,vuiligheden
bitterheid,bitterheden
onbetwist,onbetwister
novum,nova
Qatari,qatari
havengebied,havengebieden
ma,maatjes
ma,maatje
invaller,invallers
raadsvrouw|raadsvrouwe,raadsvrouwen
meezingen,meezongen
meezingen,meezong
meezingen,meegezongen
meezingen,meezingend
meezingen,meezingt
meezingen,meezing
boekenstalletje,boekenstalletjes
invallen,invielen
invallen,ingevallen
invallen,invallend
invallen,inviel
invallen,invalt
entertainer,entertainers
oppositieleider,oppositieleiders
rekwisiteur,rekwisiteurs
Koerdistan,koerdistan
Tunesië,tunesië
Tunesië,tunesiË
halfluid,halfluide
Sard,sard
kombinatie,kombinaties
vitaal,vitaler
vitaal,vitaalst
vitaal,vitalere
papirus,papiri
volkswijk,volkswijken
end,enden
meemaken,meemakend
meemaken,meemaakten
meemaken,meemaakte
meemaken,meemaakt
meemaken,meegemaakt
meemaken,meemaak
eng,enger
eng,engst
slalom,slaloms
aanranden,aangerand
aanranden,aanrandend
aanranden,aanrandt
aanranden,aanrandden
aanranden,aanrandde
aanranden,aanrand
veenbes,veenbessen
tornooi,tornooitje
tornooi,tornooitjes
tornooi,tornooien
directievoorzitter,directievoorzitters
burgermaatschappij,burgermaatschappijen
losschieten,losschoten
losschieten,losschietend
losschieten,losgeschoten
losschieten,losschoot
losschieten,losschiet
mess,messes
schakelen,geschakeld
schakelen,schakelt
schakelen,schakelend
schakelen,schakelden
schakelen,schakelde
boete,boetes
glinstering,glinsteringen
reformator,reformatoren
reformator,reformators
voorseizoen,voorseizoenen
Aarlen,aarlen
accepteren,accepteer
accepteren,accepteert
accepteren,accepteerden
accepteren,accepteerde
accepteren,accepterend
vragen,vraagt
vragen,vraagden
vragen,vraagde
vragen,vragend
vragen,vroegen
croissant,croissants
toeringcar,toeringcars
kersenbonbon,kersenbonbons
verzamelpunt,verzamelpunten
flipperkast,flipperkasten
seksfilm,seksfilms
witten,gewit
witten,wittend
NAVO-verdragsgebied,navo-verdragsgebied
enter,entertje
enter,enters
enter,entertjes
kiekje,kiekjes
juichkreet,juichkreten
onderbouwen,onderbouwt
onderbouwen,onderbouwden
onderbouwen,onderbouwend
onderbouwen,onderbouwd
garnalenvisser,garnalenvissers
onaanzienlijk,onaanzienlijker
onaanzienlijk,onaanzienlijkst
onaanzienlijk,onaanzienlijkere
mensjewiek,mensjewieken
wc-bril,wc-brillen
bijleggen,bijlegden
bijleggen,bijlegde
bijleggen,bijleg
bijleggen,bijleggend
bijleggen,bijgelegde
bijleggen,bijlegt
bijleggen,bijgelegd
bijleggen,bijleggende
aftroggelen,aftroggelde
aftroggelen,aftroggel
aftroggelen,aftroggelend
aftroggelen,afgetroggeld
aftroggelen,aftroggelende
aftroggelen,aftroggelt
aftroggelen,aftroggelden
thesis,thesissen
kindermeisje,kindermeisjes
jutezak,jutezakken
exporteur,exporteurs
tocht,tochtjes
tocht,tochtje
terugvoeren,terugvoerden
terugvoeren,teruggevoerd
terugvoeren,teruggevoerde
terugvoeren,terugvoerende
terugvoeren,terugvoerde
terugvoeren,terugvoerend
terugvoeren,terugvoert
terugvoeren,terugvoer
Here,here
gegrond,gegronder
gegrond,gegrondste
gegrond,gegrondere
Neurenberger,neurenberger
Neurenberger,neurenbergers
graszode,graszoden
rondborstig,rondborstiger
rondborstig,rondborstigste
rondborstig,rondborstigere
spijtbetuiging,spijtbetuigingen
telescoop,telescopen
giftgas,giftgassen
afvalstof,afvalstoffen
lente,lentes
Kongolees,kongolees
Kongolees,kongolezen
vingerafdruk,vingerafdrukken
natuurwetenschap,natuurwetenschappen
achtergrond,achtergronden
commissielid,commissieleden
bevinding,bevindingen
boskat,boskatten
tierelantijn,tierelantijnen
tierelantijn,tierelantijntjes
tierelantijn,tierelantijntje
vrijster,vrijstertjes
vrijster,vrijstertje
vrijster,vrijsters
opwekken,opwek
opwekken,opwekten
opwekken,opwekte
opwekken,opwekt
Bergenaar,bergenaar
Bergenaar,bergenaars
Bergenaar,bergenaren
zuidoostelijk,zuidoostelijkere
zuidoostelijk,zuidoostelijker
gymnasium,gymnasiums
gymnasium,gymnasia
oproerkraaier,oproerkraaiers
aanstellen,aanstel
aanstellen,aanstelde
aanstellen,aanstelden
aanstellen,aanstellend
aanstellen,aangesteld
aanstellen,aanstelt
autowrak,autowrakken
etherpiraat,etherpiraten
vrijmetselaar,vrijmetselaren
vrijmetselaar,vrijmetselaars
onmogelijk,onmogelijker
onmogelijk,onmogelijkst
onmogelijk,onmogelijkere
repressie,repressies
gom,gommetje
gom,gommetjes
imponeren,imponeerden
imponeren,imponeerde
imponeren,imponerend
imponeren,imponeer
imponeren,imponeert
oudejaarsshow,oudejaarsshows
god,goden
lijder,lijders
verdorren,verdor
verdorren,verdort
verdorren,verdorrend
verdorren,verdorden
regentes,regentessen
zuidelijk,zuidelijker
zuidelijk,zuidelijkst
rozengeur,rozengeuren
millennium,millennia
millennium,millenniums
pocketboek,pocketboeken
deklading,dekladingen
verhogen,verhoogden
verhogen,verhoogt
verhogen,verhogend
ribstuk,ribstukken
vouwbeen,vouwbenen
ruimtevaartuig,ruimtevaartuigen
binnenbaan,binnenbanen
trekkebenen,trekkebenend
trekkebenen,trekkebeende
trekkebenen,trekkebeen
trekkebenen,trekkebeent
herinnering,herinneringen
kersenboom,kersenbomen
platenlabel,platenlabels
theoreticus,theoretici
gietvorm,gietvormen
melkmuil,melkmuilen
aanzuiveren,aanzuiverende
aanzuiveren,aanzuivert
aanzuiveren,aanzuiverde
aanzuiveren,aanzuiverden
aanzuiveren,aangezuiverde
aanzuiveren,aangezuiverd
aanzuiveren,aanzuiver
vertaalcomputer,vertaalcomputers
schimpen,schimpten
schimpen,geschimpt
schimpen,schimp
schimpen,schimpte
schimpen,schimpend
schimpen,schimpt
palingrokerij,palingrokerijen
forumdiscussie,forumdiscussies
lokaliteit,lokaliteiten
Zuid-Amerikaan,zuid-amerikaan
inventief,inventievere
inventief,inventiefst
inventief,inventiever
azijn,azijnen
persoonsvorm,persoonsvormen
vakvereniging,vakverenigingen
sober,soberder
sober,sobertjes
sober,soberst
squashbaan,squashbanen
gymzaal,gymzalen
zenuwlijer,zenuwlijers
snelkookpan,snelkookpannen
geldbedrag,geldbedragen
verrijzen,verrijst
verrijzen,verrees
verrijzen,verrijzend
verrijzen,verrijs
verrijzen,verrezen
vetrol,vetrollen
uitbundig,uitbundigere
uitbundig,uitbundigst
uitbundig,uitbundiger
Medina,medina
einddoel,einddoelen
Boeotisch,boeotisch
reclameaanbieding,reclameaanbiedingen
strijdperk,strijdperken
cassetteband,cassettebanden
persattaché,persattachés
sukadelap,sukadelappen
westers,westerser
westers,westersere
toom,tomen
toom,toompje
toom,toompjes
serve,serves
dienares|dienaresse,dienaressen
strooplikker,strooplikkers
compressor,compressoren
compressor,compressors
western,westerns
tampon,tamponnetje
tampon,tampons
tampon,tamponnetjes
handelsverbod,handelsverboden
Hadramaut,hadramaut
onderhuurder,onderhuurders
Hongkonger,hongkongers
Hongkonger,hongkonger
Twentenaar,twentenaren
Twentenaar,twentenaars
Twentenaar,twentenaar
selectiecriterium,selectiecriteria
vozen,vozend
vozen,voosde
vozen,gevoosd
vozen,voosden
goedje,goedjes
gakken,gegakt
gakken,gakkend
gakken,gakte
gakken,gakt
gakken,gakten
fotofinish,fotofinishes
ziekbed,ziekbedden
vedergewicht,vedergewichten
opteren,opteert
opteren,opteerden
opteren,opteerde
opteren,geopteerd
opteren,opterende
opteren,opgeteerd
opteren,opteer
opteren,opterend
kwakzalver,kwakzalvers
toverachtig,toverachtiger
donker,donkerder
donker,donkerst
uurwijzer,uurwijzers
linksbinnen,linksbinnens
schrammen,schramde
schrammen,schramden
schrammen,schrammend
schrammen,geschramd
schrammen,schramt
rechts-radicaal,rechts-radicalen
basispunt,basispunten
balling,ballingen
standaardformaat,standaardformaten
scharniergewricht,scharniergewrichten
uitleveringsverdrag,uitleveringsverdragen
Singaporees,singaporezen
Singaporees,singaporees
evangelist,evangelisten
celloconcert,celloconcerten
Zeeland,zeeland
clignoteur,clignoteurs
futiel,futielere
futiel,futieler
futiel,futielste
Srilankaans,srilankaans
flox,floxen
Turkmeen,turkmenen
Turkmeen,turkmeen
negerin,negerinnetje
negerin,negerinnetjes
negerin,negerinnen
wegstromen,wegstroomde
wegstromen,wegstroom
wegstromen,wegstroomden
wegstromen,wegstromend
wegstromen,weggestroomde
wegstromen,weggestroomd
wegstromen,wegstroomt
wisselstroom,wisselstromen
chartermaatschappij,chartermaatschappijen
grachtenpand,grachtenpanden
onbelemmerd,onbelemmerder
onbelemmerd,onbelemmerdst
verwekken,verwek
verwekken,verwekt
verwekken,verwekkend
verwekken,verwekten
versloffen,versloft
versloffen,versloften
versloffen,versloffend
versloffen,versloffende
versloffen,verslof
hoogstandje,hoogstandjes
saloncommunist,saloncommunisten
vleugje,vleugjes
witvis,witvissen
verwekker,verwekkers
HIV-infectie,hiv-infecties
HIV-infectie,hiv-infectie
apparaat,apparaten
apparaat,apparaatjes
koraalrif,koraalriffen
vacht,vachtjes
vacht,vachtje
vacht,vachten
Padua,padua
tussenvorm,tussenvormen
voorlichting,voorlichtingen
behulpzaam,behulpzaamste
behulpzaam,behulpzaamst
behulpzaam,behulpzamere
behulpzaam,behulpzamer
geep,gepen
filosoferen,filosofeerden
filosoferen,gefilosofeerd
filosoferen,filosofeert
filosoferen,filosofeerde
filosoferen,filosofeer
filosoferen,filosoferend
sleepvoeten,sleepvoet
sleepvoeten,sleepvoetend
sleepvoeten,sleepvoetende
sleepvoeten,sleepvoette
toelatingseis,toelatingseisen
vlok,vlokken
vlok,vlokje
vlok,vlokjes
onderlegger,onderleggers
ontcijferen,ontcijferden
ontcijferen,ontcijferd
ontcijferen,ontcijfer
ontcijferen,ontcijferend
ontcijferen,ontcijfert
plooibaar,plooibaardere
plooibaar,plooibaarder
ongerechtvaardigd,ongerechtvaardigde
kromtrekken,kromtrekkend
kromtrekken,kromtrek
kromtrekken,kromgetrokken
kromtrekken,kromtrok
kromtrekken,kromtrokken
kromtrekken,kromtrekt
Conakry,conakry
begrip,begrippen
pacifist,pacifiste
pacifist,pacifisten
hartziekte,hartziekten
hartziekte,hartziektes
hoffelijk,hoffelijkst
hoffelijk,hoffelijker
vlot,vlotjes
vlot,vlotst
Sardinisch,sardinisch
ecoloog,ecologen
Hilversums,hilversums
brokkenpiloot,brokkenpiloten
deugen,deug
deugen,deugde
deugen,gedeugd
deugen,deugt
deugen,deugend
Madoerees,madoerees
Madoerees,madoerezen
nul,nullen
reisverzekering,reisverzekeringen
nuk,nukken
nuf,nuffen
gladiator,gladiators
gladiator,gladiatoren
opperen,opperde
opperen,opper
opperen,opperden
opperen,oppert
opperen,opperend
opperen,geopperd
kraaienpootje,kraaienpootjes
eindpunt,eindpunten
vooruitkijken,vooruitkijkend
vooruitkijken,vooruitkijk
vooruitkijken,vooruitkijkt
vooruitkijken,vooruitgekeken
vooruitkijken,vooruitkeken
vooruitkijken,vooruitkeek
aanbrengen,aanbracht
aanbrengen,aanbrachten
aanbrengen,aanbrengt
aanbrengen,aanbreng
aanbrengen,aangebracht
aanbrengen,aanbrengend
boeien,boeit
boeien,geboeid
boeien,boeide
boeien,boeiden
drukkerij,drukkerijen
motregenen,motregenende
motregenen,motregenend
motregenen,motregende
motregenen,motregent
motregenen,gemotregend
risicogroep,risicogroepen
werkhaven,werkhavens
contactsleutel,contactsleutels
borsthaar,borstharen
onderlip,onderlippen
aquarium,aquaria
aquarium,aquariums
beklinken,beklinkt
beklinken,beklinkende
beklinken,beklink
beklinken,beklonk
barmhartig,barmhartigst
barmhartig,barmhartiger
schaatsbond,schaatsbonden
verschuilen,verschuilden
verschuilen,verschuild
verschuilen,verschuilde
verschuilen,verschuil
verschuilen,verscholen
verschuilen,verschuilend
verschuilen,verschuilt
verschuilen,verschool
samenscholing,samenscholingen
papyrus,papyri
papyrus,papyrussen
doorworstelen,doorgeworstelde
doorworstelen,doorworsteld
doorworstelen,doorworstelend
doorworstelen,doorworstel
doorworstelen,doorworstelden
doorworstelen,doorgeworsteld
doorworstelen,doorworstelt
bemoeilijken,bemoeilijkend
bemoeilijken,bemoeilijkten
bemoeilijken,bemoeilijkt
bemoeilijken,bemoeilijkende
bemoeilijken,bemoeilijk
uitschuifladder,uitschuifladders
proeftocht,proeftochten
bigamist,bigamisten
wegdoen,wegdoet
wegdoen,wegdeden
wegdoen,weggedane
wegdoen,weggedaan
wegdoen,wegdeed
wegdoen,wegdoe
wegdoen,wegdoend
escapade,escapades
zwager,zwagertjes
zwager,zwagers
zwager,zwagertje
discussiebijeenkomst,discussiebijeenkomsten
regeringsstandpunt,regeringsstandpunten
epidemie,epidemieën
epidemie,epidemieËn
bedrading,bedradingen
verbazingwekkend,verbazingwekkender
verbazingwekkend,verbazingwekkendst
verbazingwekkend,verbazingwekkendere
Guamese,guamese
mede-eigenaar,mede-eigenaars
mede-eigenaar,mede-eigenaren
rekstok,rekstokken
verhevigen,verhevigt
verhevigen,verhevigende
verhevigen,verhevig
verhevigen,verhevigend
verhevigen,verhevigd
verhevigen,verhevigden
Pakistaanse,pakistaansen
Pakistaanse,pakistaanse
revalidatiecentrum,revalidatiecentrums
revalidatiecentrum,revalidatiecentra
generatiewisseling,generatiewisselingen
patriarchaat,patriarchaten
beek,beekjes
beek,beekje
been,beentjes
been,beenderen
been,beentje
been,beendertjes
patriarchaal,patriarchalere
patriarchaal,patriarchaler
bedenkelijk,bedenkelijker
bedenkelijk,bedenkelijkere
bedenkelijk,bedenkelijkst
kinderboek,kinderboeken
kinderboek,kinderboekjes
kinderboek,kinderboekje
concretisering,concretiseringen
bemanning,bemanningen
onderzijde,onderzijden
seksmaniak,seksmaniakken
lichtmast,lichtmasten
NVSH,nvsh
verpletteren,verpletter
verpletteren,verplettert
verpletteren,verpletterden
verpletteren,verpletterd
Palikir,palikir
samensmelten,samengesmolten
samensmelten,samensmeltend
samensmelten,samensmolt
samensmelten,samensmelt
samensmelten,samensmolten
zeikwijf,zeikwijven
afgezant,afgezanten
sneeuwruimen,sneeuwgeruimd
roodkapje,roodkapjes
lessen,lesten
lessen,gelest
lessen,lessend
thuiszitten,thuiszat
thuiszitten,thuiszaten
thuiszitten,thuiszittend
thuiszitten,thuisgezeten
thuiszitten,thuiszit
sigarettenmerk,sigarettenmerken
landsdeel,landsdelen
Straatsburger,straatsburgers
Straatsburger,straatsburger
onbeleefdheid,onbeleefdheden
cameraman,cameramannen
cameraman,cameralieden
bezaaien,bezaait
bezaaien,bezaaiend
bezaaien,bezaai
bezaaien,bezaaiden
voorliefde,voorliefdes
aankrijgen,aankregen
aankrijgen,aankrijgt
aankrijgen,aankreeg
aankrijgen,aankrijg
aankrijgen,aangekregen
straalvliegtuig,straalvliegtuigen
afzetprobleem,afzetproblemen
ontspanningsoefening,ontspanningsoefeningen
voetlijst,voetlijsten
filmserie,filmseries
uitgummen,uitgum
uitgummen,uitgegumd
uitgummen,uitgumde
uitgummen,uitgumt
uitgummen,uitgummende
oneerbaar,oneerbaardere
oneerbaar,oneerbaarder
oneerbaar,oneerbaarst
schoolboek,schoolboeken
stadhuis,stadhuize
stadhuis,stadhuizen
reisdokument,reisdokumenten
tussenstandpunt,tussenstandpunten
afblazen,afblazend
afblazen,afbliezen
afblazen,afblies
afblazen,afblaast
afblazen,afblaas
afblazen,afgeblazen
schotel,schoteltje
schotel,schotels
schotel,schoteltjes
complex,complext
complex,complexen
complex,complexer
rovershol,roversholen
belopen,beloopt
belopen,beliepen
belopen,beliep
belopen,belopend
try-out,try-outs
chartervliegtuig,chartervliegtuigen
contrastvloeistof,contrastvloeistoffen
lunchvoorstelling,lunchvoorstellingen
smeerworst,smeerworsten
staalboek,staalboeken
ongelukkig,ongelukkigst
ongelukkig,ongelukkiger
Québec,quÉbec
Québec,québec
lekkerbekje,lekkerbekjes
schatkamer,schatkamers
pijlinktvis,pijlinktvissen
stengun,stenguns
raadkamer,raadkamers
uiterlijk,uiterlijks
wijkagent,wijkagenten
asbak,asbakken
huurling,huurlingen
recreatief,recreatiever
recreatief,recreatievere
draaglijk,draaglijkere
draaglijk,draaglijker
draaglijk,draaglijkste
draaglijk,draaglijkst
elfstedentocht,elfstedentochten
gilde,gildes
tuinschaar,tuinscharen
schoenmaker,schoenmakertje
schoenmaker,schoenmakers
plaatjesalbum,plaatjesalbums
abortus,abortussen
botje,botjes
klikken,geklikt
klikken,klikte
klikken,klikkend
klikken,klikten
klikken,klikt
typisch,typischer
typisch,typischt
typisch,typischte
typisch,typischere
tweepersoonskamer,tweepersoonskamers
gevangenisstraf,gevangenisstraffen
personeelsafdeling,personeelsafdelingen
overgieten,overgietend
overgieten,overgoten
overgieten,overgiet
overgieten,overgoot
overgieten,overgegoten
tuttebel,tuttebellen
Oerdoe,oerdoe
tussenmuur,tussenmuren
schudden,schudt
schudden,geschud
schudden,schuddend
schudden,schudde
schudden,schud
wegtoveren,wegtoverde
wegtoveren,weggetoverde
wegtoveren,wegtoverend
wegtoveren,weggetoverd
wegtoveren,wegtoverden
wegtoveren,wegtovert
seizoenopruiming,seizoenopruimingen
zeelt,zeelten
Hollander,hollanders
Hollander,hollander
sussen,gesust
sussen,susten
sussen,sussend
sussen,suste
sussen,sus
sussen,sust
apart,apartst
apart,aparter
herkansen,herkanste
herkansen,herkansende
herkansen,herkanst
herkansen,herkans
afleiden,afgeleid
afleiden,afleid
afleiden,afleidden
afleiden,afleidde
afleiden,afleidend
afleiden,afleidt
liesbreuk,liesbreuken
gift,giften
heropening,heropeningen
nachthemd,nachthemden
ezelsbruggetje,ezelsbruggetjes
Surinaams,surinaams
